user_prompt,reference,hypothesis,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,granular_bleu_score
For field 'location': Ensure the field contains no missing values. Ensure it matches the type 'text' and includes valid location identifiers.,"expect_column_values_to_not_be_null(column=""location""),expect_column_values_to_be_of_type(column=""location"", type_=""text""),expect_column_values_to_match_regex(column=""location"", regex=r""^[A-Za-z\s]+$"")","expect_column_values_to_not_be_null(column=""location""),expect_column_values_to_be_of_type(column=""location"", type_=""text""),expect_column_values_to_match_regex(column=""location"", regex=r""^[A-Za-z0-9_-]+$"")  # Regular expression to validate alphanumeric characters, dashes, and underscores.",0.8311688311688312,0.8266666666666667,0.8311688311688312,79.33534098083057
Verify that the `quantity_sold` column has a minimum value of 1 and a maximum value of 1000.,"expect_column_min_to_be_between(column=""quantity_sold"", min_value=1),expect_column_max_to_be_between(column=""quantity_sold"", max_value=1000)","expect_column_values_to_be_between(column=""quantity_sold"", min_value=1, max_value=1000)",0.7179487179487181,0.5945945945945946,0.7179487179487181,44.741147524778484
For the `user_email` field: Ensure all entries conform to the valid email format and do not match entries in the `blacklist` table.,"expect_column_values_to_match_regex(column=""user_email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w{2,}$""),expect_column_values_to_not_match_regex(column=""user_email"", regex=r""blacklist_regex_pattern"") ","expect_column_values_to_match_regex(column=""user_email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$""),expect_column_values_to_not_be_in_set(column=""user_email"", value_set=blacklist_table_entries)",0.7666666666666667,0.6551724137931034,0.7666666666666667,77.23083558900812
For field 'team_name': Ensure the field is required (not null). Ensure values in 'team_name' must exist in the predefined set of team names.,"expect_column_values_to_not_be_null(column=""team_name""),expect_column_values_to_be_in_set(column=""team_name"", value_set=predefined_team_names)","expect_column_values_to_not_be_null(column=""team_name""),expect_column_values_to_be_in_set(column=""team_name"", value_set=predefined_team_names)",1.0,1.0,1.0,100.00000000000004
Ensure the 'transaction_date' column adheres to the datetime format '%Y-%m-%d %H:%M:%S'.,"expect_column_values_to_match_strftime_format(column=""transaction_date"", strftime_format=""%Y-%m-%d %H:%M:%S"")","expect_column_values_to_match_strftime_format(column=""transaction_date"", strftime_format=""%Y-%m-%d %H:%M:%S"")",1.0,1.0,1.0,100.00000000000004
"Ensure the `user_role` column contains only the values `['Admin', 'User']` with no duplicates.","expect_column_values_to_be_in_set(column=""user_role"", value_set=[""Admin"", ""User""]),expect_column_values_to_be_unique(column=""user_role"")","expect_column_values_to_be_in_set(column=""user_role"", value_set=['Admin', 'User']),expect_column_values_to_be_unique(column=""user_role"")",1.0,1.0,1.0,84.97157924991672
For field 'voter_id': Ensure the field is required (not null). Ensure the field matches the type 'text'. Ensure this field exists.,"expect_column_to_exist(column=""voter_id""),expect_column_values_to_not_be_null(column=""voter_id""),expect_column_values_to_be_of_type(column=""voter_id"", type_=""text"")","expect_column_to_exist(column=""voter_id""),expect_column_values_to_not_be_null(column=""voter_id""),expect_column_values_to_be_of_type(column=""voter_id"", type_=""text"")",1.0,1.0,1.0,100.00000000000004
For the column combination of `election_id` and `voter_id`: Ensure the values are unique across records.,"expect_compound_columns_to_be_unique(column_A=""election_id"", column_B=""voter_id"")","expect_compound_columns_to_be_unique(column_A=""election_id"", column_B=""voter_id"")",1.0,1.0,1.0,100.00000000000004
For field 'registration_date': Ensure the expect column values to be unique; Ensure this field matches the type 'date' and contains values less than or equal to the current date.,"expect_column_values_to_be_unique(column=""registration_date""),expect_column_values_to_be_of_type(column=""registration_date"", type_=""date""),expect_column_values_to_be_between(column=""registration_date"", min_value=None, max_value=""current_date"")","expect_column_values_to_be_unique(column=""registration_date""),expect_column_values_to_be_of_type(column=""registration_date"", type_=""date""),expect_column_values_to_be_less_than(column=""registration_date"", value=datetime.datetime.now())  # Replace 'now' with the current date/time.",0.810126582278481,0.7272727272727273,0.810126582278481,74.98216549006496
Confirm that the `team_score` column values are consistently greater than the `opponent_score` column for winning games.,"expect_column_pair_values_A_to_be_greater_than_B(column_A=""team_score"", column_B=""opponent_score"")","expect_column_pair_values_A_to_be_greater_than_B(column_A=""team_score"", column_B=""opponent_score"")",1.0,1.0,1.0,100.00000000000004
"For field 'contact_email': Ensure all email values conform to the pattern '^[\\w-\\.]+@([\\w-]+\\.)+[\\w-]{2,4}$' and have no missing values.","expect_column_values_to_match_regex(column=""contact_email"", regex=r""^[\w-\.]+@([\w-]+\.)+[\w-]{2,4}$""),expect_column_values_to_not_be_null(column=""contact_email"")","expect_column_values_to_match_regex(column=""contact_email"", regex=r""^[\\w-\\.]+@([\\w-]+\\.)+[\\w-]{2,4}$""),expect_column_values_to_not_be_null(column=""contact_email"")  # Note: This assumes that the column is nullable. If it is not, you may need to modify the expectation accordingly.",0.7222222222222222,0.7142857142857143,0.7222222222222222,67.51879639874174
For table 'game_details': Ensure the column 'release_date' exists. Ensure the values in 'release_date' are in the format 'YYYY-MM-DD'.,"expect_column_to_exist(column=""release_date""),expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d"")","expect_column_to_exist(column=""release_date""),expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d"")",1.0,1.0,1.0,100.00000000000004
Ensure the `email` column contains only unique values and adheres to the format of a valid email address.,"expect_column_values_to_be_unique(column=""email""),expect_column_values_to_match_regex(column=""email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w{2,}$"")","expect_column_values_to_be_unique(column=""email""),expect_column_values_to_match_regex(column=""email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$"")  # Regular expression to validate email address.",0.8571428571428572,0.8510638297872339,0.8571428571428572,85.67016975092368
"Ensure that the `course_feedback` column has unique values that match the set `['Excellent', 'Good', 'Average', 'Poor']`.","expect_column_values_to_be_in_set(column=""course_feedback"", value_set=['Excellent', 'Good', 'Average', 'Poor']),expect_column_values_to_be_unique(column=""course_feedback"")","expect_column_values_to_be_in_set(column=""course_feedback"", value_set=['Excellent', 'Good', 'Average', 'Poor'])",0.7804878048780487,0.7692307692307693,0.7804878048780487,55.803514577004734
Ensure that the `order_id` column consists of unique values and is of type 'string'. No null values should be allowed.,"expect_column_values_to_be_unique(column=""order_id""),expect_column_values_to_be_of_type(column=""order_id"", type_=""string""),expect_column_values_to_not_be_null(column=""order_id"")","expect_column_values_to_be_unique(column=""order_id""),expect_column_values_to_be_of_type(column=""order_id"", type_=""string""),expect_column_values_to_not_be_null(column=""order_id"")",1.0,1.0,1.0,100.00000000000004
Ensure that the `tracking_number` column contains unique values formatted as valid JSON strings.,"expect_column_values_to_be_unique(column=""tracking_number""),expect_column_values_to_be_json_parseable(column=""tracking_number"")","expect_column_values_to_be_unique(column=""tracking_number""),expect_column_values_to_match_json_schema(column=""tracking_number"", schema={""type"": ""string""})",0.8292682926829269,0.717948717948718,0.8292682926829269,66.48101359975271
For field 'sample_size': Ensure the field is required (not null). Ensure the field matches the type 'integer'. Ensure 'sample_size' is within the range of 30 to 1000.,"expect_column_values_to_not_be_null(column=""sample_size""),expect_column_values_to_be_of_type(column=""sample_size"", type_=""int""),expect_column_values_to_be_between(column=""sample_size"", min_value=30, max_value=1000)","expect_column_values_to_not_be_null(column=""sample_size""),expect_column_values_to_be_of_type(column=""sample_size"", type_=""int""),expect_column_values_to_be_between(column=""sample_size"", min_value=30, max_value=1000)",1.0,1.0,1.0,100.00000000000004
"For field 'file_size': Ensure this field is required (not null). Ensure the 'file_size' falls within the defined range [1KB, 10MB]. Ensure this field matches the type 'integer'.","expect_column_values_to_not_be_null(column=""file_size""),expect_column_values_to_be_between(column=""file_size"", min_value=1024, max_value=10485760),expect_column_values_to_be_of_type(column=""file_size"", type_=""integer"")","expect_column_values_to_not_be_null(column=""file_size""),expect_column_values_to_be_between(column=""file_size"", min_value=1, max_value=10 * 1024 * 1024),expect_column_values_to_be_of_type(column=""file_size"", type_=""int"")  # Note: type_ is a new feature in SQLAlchemy 2.0.  # Cutting Knowledge Date: December 2023
Today Date: 26 July 2024",0.7291666666666666,0.6595744680851064,0.7083333333333333,67.28850841790855
"Check that the `student_feedback` column contains valid JSON objects that conform to the schema: {'course_id': 'string', 'comments': 'string'}.","expect_column_values_to_match_json_schema(column=""student_feedback"", schema={'course_id': 'string', 'comments': 'string'})","expect_column_values_to_match_json_schema(column=""student_feedback"", schema={""type"": ""object"", ""properties"": {""course_id"": {""type"": ""string""}, ""comments"": {""type"": ""string""}}}})",0.8648648648648648,0.6857142857142857,0.8648648648648648,36.010939901047756
"Ensure that the `weather_condition` column only contains values from the predefined list `['Sunny', 'Cloudy', 'Rain', 'Snow']`.","expect_column_values_to_be_in_set(column=""weather_condition"", value_set=['Sunny', 'Cloudy', 'Rain', 'Snow'])","expect_column_values_to_be_in_set(column=""weather_condition"", value_set=['Sunny', 'Cloudy', 'Rain', 'Snow'])",1.0,1.0,1.0,100.00000000000004
Ensure the `device_id` column contains unique values across all records in the dataset.,"expect_column_values_to_be_unique(column=""device_id"")","expect_column_values_to_be_unique(column=""device_id"")",1.0,1.0,1.0,100.00000000000004
Ensure the `temperature` column values are within the range of `-50` to `50` degrees Celsius.,"expect_column_values_to_be_between(column=""temperature"", min_value=-50, max_value=50)","expect_column_values_to_be_between(column=""temperature"", min_value=-50, max_value=50)",1.0,1.0,1.0,100.00000000000004
Verify that the `location` column does not contain any missing values and is of type 'text'.,"expect_column_values_to_not_be_null(column=""location""),expect_column_values_to_be_of_type(column=""location"", type_=""text"")","expect_column_values_to_not_be_null(column=""location""),expect_column_values_to_be_of_type(column=""location"", type_=""text"")",1.0,1.0,1.0,100.00000000000004
For field 'enrollment_date': Ensure that this date field contains no missing values and that all dates are in the format 'YYYY-MM-DD'.,"expect_column_values_to_not_be_null(column=""enrollment_date""),expect_column_values_to_match_strftime_format(column=""enrollment_date"", strftime_format=""%Y-%m-%d"")","expect_column_values_to_not_be_null(column=""enrollment_date""),expect_column_values_to_match_strftime_format(column=""enrollment_date"", strftime_format=""%Y-%m-%d"")",1.0,1.0,1.0,100.00000000000004
